;book:ID;author:string[];author-bibtex:string;author-orcid:string[];booktitle:string;cdrom:string;cite:string[];cite-label:string[];crossref:string;editor:string[];editor-orcid:string[];ee:string[];ee-type:string[];i:string[];isbn:string[];isbn-type:string[];key:string;mdate:date;month:string;note:string;note-type:string;pages:string[];publisher:string;publisher-href:string;publtype:string;school:string[];series:string;series-href:string;sub:string;sup:string[];title:string;url:string;volume:string;year:int
15670;2880677;;;;;;;;;Bernhard H. Walke|Lars Berlemann|Stefan Mangold;;https://doi.org/10.1002/9780470058800;;;978-0-470-01439-4;;books/wi/WMB2006;2017-12-21;;;;;John Wiley;;;;;;;;IEEE 802 Wireless Systems: Protocols, Multi-Hop Mesh / Relaying, Performance and Spectrum Coexistence.;;;2006
14130;2878494;Bernard Garel;;;;;;;;;;https://tel.archives-ouvertes.fr/tel-00308567;;;;;books/hal/Garel83;2017-09-28;;;;;;;habil;Grenoble Institute of Technology, France|Joseph Fourier University, Grenoble, France;;;;;Étude et calcul de quelques distances en probabilités et statistique et applications : séparation asymptotique des chaînes de Markov. (Study and calculus of distances in probability and statistics and applications. Asymptotic separation of markov chains).;;;1983
5181;2860994;Steven Skiena;;;;;;;;;;;;;978-0-201-50943-4;;books/daglib/0067009;2011-05-05;;;;I-VIII;Addison-Wesley;;;;;;;;Implementing discrete mathematics - combinatorics and graph theory with Mathematica.;;;1990
3647;2855511;Dan Chalmers;;;;;;;;;;https://doi.org/10.1007/978-0-85729-841-6;;;978-0-85729-840-9|978-0-85729-841-6;;series/utcs/Chalmers11;2017-05-16;;;;I-XXI, 1-173;Springer;;;;Undergraduate Topics in Computer Science;db/series/utcs/index.html;;;Sensing and Systems in Pervasive Computing - Engineering Context Aware Systems.;;;2011
16952;2888930;;;;;;;;;Charles B. Hodges|Peter J. Rich;;https://doi.org/10.1007/978-3-319-52691-1;;;978-3-319-52690-4|978-3-319-52691-1;;books/sp/RH2017;2019-05-04;;;;;Springer;;;;;;;;Emerging Research, Practice, and Policy on Computational Thinking.;db/books/collections/RH2017.html;;2017
11495;2868101;Hans Langmaack|Peter Kandzia;;;;;;;;;;;;;978-3-519-02321-0;;books/daglib/0032208;2013-11-08;;;;1-234;Teubner;;;;Teubner Studienbücher: Informatik;;;;Informatik - Programmierung.;;;1973
4778;2860547;Ethan G. Cerami;;;;;;;;;;https://doi.org/10.1007/0-387-27478-2;;;978-0-387-23028-3;;books/daglib/0014204;2017-05-16;;;;I-XVI, 1-304;Springer;;;;;;;;XML for bioinformatics.;;;2005
4891;2860672;Brad Hinkel|Steve Laskevitch;;;;;;;;;;http://www.dpunkt.de/buecher/2747.html;archive;;;;books/daglib/0018611;2020-11-27;;;;I-XI, 1-256;dpunkt.verlag;;;;;;;;Das Photoshop-CS3-Handbuch für Fotografen - ein Wegweiser für den fotografischen Workflow: mit einem Kapitel zu Photoshop Ligthroom.;;;2007
11656;2868281;Anatoly A. Zhigljavsky|Antanas Zilinskas;;;;;;;;;;;;;978-0-387-74022-5;;books/daglib/0022358;2019-07-09;;;;I-IX, 1-262;Springer;;;;Optimization and its applications;;;;Stochastic Global Optimization.;;1;2008
5941;2861853;Zachary Kessin;;;;;;;;;;http://www.oreilly.de/catalog/9781449399085/index.html;;;978-1-449-39908-5;;books/daglib/0028242;2012-01-03;;;;I-X, 1-128;O'Reilly;;;;;;;;Programming HTML5 Applications - Building Powerful Cross-Platform Environments in JavaScript.;;;2012
17338;2890166;Mathias Weske;;;;;;;;;;https://bpm-book.com/|https://doi.org/10.1007/978-3-662-59432-2;;;978-3-662-59431-5;;books/sp/Weske19;2019-10-31;;;;1-417;Springer;;;;;;;;Business Process Management - Concepts, Languages, Architectures, Third Edition;;;2019
3894;2857926;;;;;;;;;Erik J. Olsson|Sebastian Enqvist;;https://doi.org/10.1007/978-90-481-9609-8;;;978-90-481-9608-1|978-90-481-9609-8;;series/leus/Olsson11;2017-05-16;;;;;Springer;;;;Logic, Epistemology, and the Unity of Science;db/series/leus/index.html;;;Belief Revision meets Philosophy of Science;db/series/leus/leus21.html;21;2011
1377;2849815;Edward A. Fox|Jonathan Leidig;;;Digital Libraries Applications;;;;;;;https://doi.org/10.2200/S00565ED1V01Y201401ICR032;;;;;series/synthesis/2014FoxL;2017-05-16;;;;;Morgan & Claypool Publishers;;;;Synthesis Lectures on Information Concepts, Retrieval, and Services;db/series/synthesis/icr.html;;;Digital Libraries Applications: CBIR, Education, Social Networks, eScience/Simulation, and GIS;;;2014
4744;2860508;Dylan Thede|Josh Beggs;;;;;;;;;;;;;978-1-56592-353-9;;books/daglib/0003168;2011-04-07;;;;I-XIII, 1-382;O'Reilly;;;;O'Reilly Web Studio;;;;Designing web audio - RealAudio, MP3, Flash, and Beatnik.;;;2001
2851;2853265;John F. Dooley;;;;;;;;;;https://doi.org/10.1007/978-3-319-90443-6;;;978-3-319-90442-9;;series/hoc/Dooley18;2018-08-24;;;;1-292;Springer;;;;History of Computing;db/series/hoc/index.html;;;History of Cryptography and Cryptanalysis - Codes, Ciphers, and Their Algorithms;;;2018
13297;2873018;Scott Fullam;;;;;;;;;;http://www.oreilly.de/catalog/hardwarehks/index.html;;;978-0-596-00314-2;;books/daglib/0010367;2011-04-07;;;;I-XIV, 1-331;O'Reilly;;;;;;;;Hardware hacking projects - for geeks.;;;2004
14985;2879349;Liliana Cucu-Grosjean;;;;;;;;;;https://tel.archives-ouvertes.fr/tel-01092915;;;;;books/hal/CucuGrosjean14;2017-09-30;;;;;;;habil;Pierre and Marie Curie University, Paris, France;;;;;Contributions to real-time systems. (Contributions à l'étude des systèmes temps réel).;;;2014
2979;2853410;Yuanwei Liu|Zhiguo Ding 0001|Zhijin Qin;;;;;;;;;;https://doi.org/10.1007/978-3-030-30975-6;;;978-3-030-30974-9;;series/sbcs/LiuQD20;2019-11-08;;;;3-98;Springer;;;;Springer Briefs in Computer Science;db/series/sbcs/index.html;;;Non-Orthogonal Multiple Access for Massive Connectivity;;;2020
11810;2868450;Michael Moncur;;;;;;;;;;;;;978-1-56592-568-7;;books/daglib/0097716;2011-04-20;;;;1-4;O'Reilly;;;;;;;;Networking essential flashcards - portable study aids for the 21st century: MCSE core exam 70-058.;;;1999
32;6041;;;;;;;;;Teofilo F. Gonzalez;;https://doi.org/10.1201/9781420010749;;;978-1-4200-1074-9|978-1-58488-550-4;;reference/crc/2007aam;2017-05-16;;;;;Chapman and Hall/CRC;;;;;;;;Handbook of Approximation Algorithms and Metaheuristics.;db/reference/crc/aam2007.html;;2007
10569;2867062;Fan Dai;;;;;;;;;;;;;978-3-540-62094-5;;books/daglib/0087189;2011-02-03;;;;I-XIV, 1-158;Springer;;;;Beiträge zur graphischen Datenverarbeitung;;;;Lebendige virtuelle Welten - physikalisch-basierte Modelle in Computeranimation und virtueller Realität.;;;1997
10590;2867087;Ruth Garrett Millikan;;;;;;;;;;;;;978-0-19-928477-1;;books/daglib/0015793;2011-04-06;;;;I-VII, 1-228;Clarendon Press;;;;;;;;Language - a biological model.;;;2005
14434;2878798;Didier Parigot;;;;;;;;;;https://tel.archives-ouvertes.fr/tel-00506070;;;;;books/hal/Parigot03;2017-09-28;;;;;;;habil;University of Nice Sophia Antipolis, France;;;;;Contribution à la programmation générative.;;;2003
14629;2878993;Xavier Granier;;;;;;;;;;https://tel.archives-ouvertes.fr/tel-00434045;;;;;books/hal/Granier09;2017-09-29;;;;;;;habil;University of Bordeaux, France;;;;;New Representations toward more User-Friendly 3D Synthesis. (Nouvelles représentations pour une synthèse d'images plus dirigée vers l'utilisateur).;;;2009
15703;2880780;Joel Spencer|Noga Alon;;;;;;;;;;http://cs.nyu.edu/cs/faculty/spencer/nogabook/nogabook.html;;;0-471-53588-5;;books/wi/AlonS92;2019-07-10;;;;;John Wiley;;;;;;;;The Probabilistic Method;;;1992
7917;2864075;David M. Skapura|James A. Freeman;;;;;;;;;;;;;978-0-201-51376-9;;books/daglib/0066712;2011-04-07;;;;I-XIII, 1-401;Addison-Wesley;;;;Computation and neural systems series;;;;Neural networks - algorithms, applications, and programming techniques.;;;1991
813;2846776;Gul Muhammad Khan;;;;;;;;;;https://doi.org/10.1007/978-3-319-67466-7;;;978-3-319-67464-3;;series/sci/2018-725;2017-11-07;;;;1-130;Springer;;;;Studies in Computational Intelligence;db/series/sci/index.html;;;Evolution of Artificial Neural Development - In Search of Learning Genes;;725;2018
18407;2895072;Lukasz Kaiser;;;;;;;;;;https://d-nb.info/101314595X|https://doi.org/10.1007/978-3-642-22807-0;;;978-3-642-22806-3;;books/sp/Kaiser2011;2021-07-17;;;;1-118;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Logic and Games on Automatic Structures - Playing with Quantifiers and Decompositions;;6810;2011
10628;2867128;Alerk Amin|Arofan Gregory|Dan Kristiansen|Jannik Vestergaard Jensen|Oliver Hopt;;;;;;;;;;https://doi.org/10.3886/DDIUseCases05;;;;;books/daglib/0024741;2019-06-27;;;;1-9;DDIAlliance.org;;;;DDI Use Case Literature;;;;Questionnaire Management and DDI - The QDDS Case.;;;2010
14004;2877188;Eric Newcomer|Philip A. Bernstein;;;;;;;;;;;;;1-55860-415-4;;books/mk/BernsteinN96;2002-01-03;;;;;Morgan Kaufmann;db/publishers/mkp.html;;;;;;;Principles of Transaction Processing for Systems Professionals.;;;1996
5671;2861546;Jaap A. Kaandorp|Janet E. Kübler;;;;;;;;;;http://www.springer.com/computer/swe/book/978-3-540-67700-0;;;978-3-540-67700-0;;books/daglib/0006197;2011-04-15;;;;I-XV, 1-193;Springer;;;;;;;;The algorithmic beauty of seaweeds, sponges and corals.;;;2001
6518;2862498;Günther Heinrich|Richard S. Schifman|Yvonne Heinrich;;;;;;;;;;;;;978-3-540-61200-1;;books/daglib/0086771;2011-05-09;;;;I-X, 1-242;Springer;;;;Edition PAGE;;;;Multimedia design interaktiv! Von der Idee zum Produkt.;;;1997
10647;2867154;Ben Albahari|Joseph Albahari;;;;;;;;;;http://www.oreilly.com/catalog/9780596519247/index.html#top;;;978-0-596-51924-7;;books/daglib/0020139;2011-02-10;;;;I-IX, 1-161;O'Reilly;;;;;;;;LINQ - pocket reference: the concise reference to LINQ via C# 3.0: LINQPad enabled.;;;2008
4694;2860449;Andrew Jones|Debi Ashenden;;;;;;;;;;http://store.elsevier.com/product.jsp?isbn=9780750677950&pagename=search;;;978-0-7506-7795-0;;books/daglib/0029554;2012-11-09;;;;I-XXI, 1-274;Elsevier;;;;;;;;Risk Management for Computer Security - Protecting Your Network and Information Assets.;;;2005
7868;2864022;Hans Jørgen Marker|Jenny Linnerud|Ken Miller|Mary Vardigan|Peter Granda|Stefan Kramer;;;;;;;;;;https://doi.org/10.3886/DDIBestPractices05;;;;;books/daglib/0023233;2019-07-11;;;;1-15;DDIAlliance.org;;;;Best Practices Across the Data Life Cycle;;;;Controlled Vocabularies.;;;2009
19250;8963288;Eduard Siemens;;;;;;;;;;https://d-nb.info/988386585;;;978-3-8364-4625-9;;phd/de/Siemens2008;2021-07-17;;;;1-142;VDM Verlag Dr. Müller, Saarbrücken, Germany;;;;;;;;Dienstgüte in Datennetzen: Methodik der hochpräzisen Messung der Dienstgüte in IP-Netzen.;;;2008
10910;2867450;David Icove|Karl Seger|William VonStorch;;;;;;;;;;;;;978-1-56592-086-6;;books/daglib/0080436;2011-04-27;;;;I-XXI, 1-437;O'Reilly;;;;Computer security;;;;Computer crime - a crimefighter's handbook.;;;1995
17305;2889945;;;;Digital Image Analysis;;;;;Horst Bischof|Walter G. Kropatsch;0000-0002-9096-6671;https://doi.org/10.1007/b97375;;;978-0-387-21643-0|978-0-387-95066-2;;books/sp/01/KB2001;2019-09-16;;;;;Springer;;;;;;;;Digital Image Analysis - Selected Techniques and Applications;db/books/collections/KB2001.html;;2001
8767;2865038;María Isabel González Vasco|Rainer Steinwandt;;;;;;;;;;https://www.crcpress.com/product/isbn/9781584888369;;;978-1-584-88836-9;;books/daglib/0035747;2022-01-31;;;;I-XVII, 1-230;CRC Press;;;;Chapman and Hall / CRC cryptography and network security series;;;;Group Theoretic Cryptography.;;;2015
15152;2879516;Paul Dorbec;;;;;;;;;;https://tel.archives-ouvertes.fr/tel-00975898;;;;;books/hal/Dorbec13;2017-09-30;;;;;;;habil;University of Bordeaux, France;;;;;Graphs, games and propagation. (Jeux, graphes et propagation).;;;2013
6839;2862840;Gerard Bernör|Wulf Alex;;;;;;;;;;;;;978-3-540-57881-9;;books/daglib/0082352;2011-04-29;;;;I-XIX, 1-535;Springer;;;;;;;;UNIX, C und Internet - moderne Datenverarbeitung in Wissenschaft und Technik.;;;1994
4382;2860096;Martin Mauve;;;;;;;;;;https://d-nb.info/960303847;;;978-3-89838-471-1;;books/daglib/0005022;2021-07-17;;;;I-XX, 1-193;Infix Akademische Verlagsgesellschaft;;;University of Mannheim, Germany;DISDBIS;db/series/disdbis/index.html;;;Distributed interactive media.;;71;2000
1961;2850399;William L. Hamilton;;;;;;;;;;https://doi.org/10.2200/S01045ED1V01Y202009AIM046;;;;;series/synthesis/2020Hamilton;2021-04-07;;;;;Morgan & Claypool Publishers;;;;Synthesis Lectures on Artificial Intelligence and Machine Learning;db/series/synthesis/aim.html;;;Graph Representation Learning;;;2020
15227;2879591;Alexandre Seuret;;;;;;;;;;https://tel.archives-ouvertes.fr/tel-01881095;;;;;books/hal/Seuret17;2018-12-11;;;;;;;habil;Paul Sabatier University, Toulouse, France;;;;;Contributions to the Stability Analysis and Control of Networked Systems. (Contributions à l'analyse de la stabilité et au contrôle des systèmes en réseau).;;;2017
9197;2865520;Miles E. Hansard|Ouk Choi|Radu Horaud|Seungkyu Lee;;;;;;;;;;https://doi.org/10.1007/978-1-4471-4658-2|https://www.wikidata.org/entity/Q56699183;;;978-1-4471-4657-5;;books/daglib/0030699;2018-11-14;;;;I-X, 1-96;Springer;;;;Springer Briefs in Computer Science;db/series/sbcs/index.html;;;Time-of-Flight Cameras - Principles, Methods and Applications.;;;2013
3913;2858005;Karl Rohr;;;;;;;;;;https://doi.org/10.1007/978-94-015-9787-6;;;978-90-481-5630-6|978-94-015-9787-6;;series/civ/Rohr01;2017-05-16;;;;1-305;Springer;;;;Computational Imaging and Vision;db/series/civ/index.html;;;Landmark-Based Image Analysis - Using Geometric and Intensity Models;;21;2001
8429;2864662;Holger Boche|Martin Schubert;;;;;;;;;;https://doi.org/10.1007/978-3-642-24621-0;;;978-3-642-24620-3;;books/daglib/0038481;2019-06-28;;;;I-XII, 1-237;Springer;;;;Foundations in Signal Processing, Communications and Networking;;;;Interference Calculus - A General Framework for Interference Management and Network Utility Optimization.;;7;2012
9679;2866044;Stefan Krempl;;;;;;;;;;;;;978-3-936931-09-9;;books/daglib/0009942;2019-07-15;;;;1-237;dpunkt.verlag;;;;Telepolis;;;;Krieg und Internet - Ausweg aus der Propaganda?;;;2004
13910;2876589;Armin B. Cremers|Klaus Heinz|Matthias Kloth|Reiner Gosmann|Reinhardt Jüneman|Roger Liebold;;;;;;;;;;;;;3-88585-974-2;;books/tuev/Cremers1991;2004-03-09;;;;;Verlag TÜV Rheinland;;;;;;;;Expertensysteme für die Planung der Produktion;;;1991
7483;2863572;Martin Reiser;;;;;;;;;;;;;978-0-201-54422-0;;books/daglib/0066749;2011-04-07;;;;I-XII, 1-350;Addison-Wesley;;;;;;;;Oberon system - user guide and programmer's manual.;;;1991
5395;2861228;Arto Salomaa;;;;;;;;;;;;;978-0-12-615750-5;;books/daglib/0076826;2011-04-27;;;;I-XIII, 1-322;Academic Press;;;;Computer science classics;;;;Formal languages.;;;1987
3365;2854374;Raman Paranjape|Simerjit Gill|Zhanle Gerald Wang;;;;;;;;;;https://doi.org/10.1007/978-3-662-56291-8;;;978-3-662-56289-5;;series/isrl/2018-133;2018-01-04;;;;1-123;Springer;;;;Intelligent Systems Reference Library;db/series/isrl/index.html;;;The Diabetic Patient Agent - Modeling Disease in Humans and the Healthcare System Response;;133;2018
11538;2868148;Gianluigi Ferrari|Ozan K. Tonguz;;;;;;;;;;http://eu.wiley.com/WileyCDA/WileyTitle/productCd-047009110X.html;;;978-0-470-09110-4;;books/daglib/0024639;2011-09-19;;;;I-XVI, 1-330;Wiley;;;;;;;;Ad Hoc Wireless Networks - A Communication-Theoretic Perspective.;;;2006
8239;2864447;Ian Wakeman|Jon Crowcroft|Mark Handley;;;;;;;;;;;;;978-0-748-40807-8;;books/daglib/0020045;2011-04-20;;;;I-XX, 1-290;Taylor & Francis;;;;;;;;Internetworking multimedia.;;;1999
18752;2896844;"Harold ""Bud"" Lawson";;;;;;;;;;https://www.collegepublications.co.uk/systems/?00001;;;978-1-84890-010-3;;books/x/L2010;2019-07-30;;;;;College Publications;;;;Systems;;;;A Journey Through the Systems Landscape.;;1;2010
2641;2852062;;;;;;;;;Charu C. Aggarwal|Philip S. Yu;;https://doi.org/10.1007/978-0-387-70992-5;;;978-0-387-70991-8;;series/ads/2008-34;2017-05-16;;;;;Springer;;;;Advances in Database Systems;db/series/ads/index.html;;;Privacy-Preserving Data Mining - Models and Algorithms;db/series/ads/ads34.html;34;2008
6127;2862057;Hanspeter Mössenböck;;;;;;;;;;;;;978-3-89864-231-6;;books/daglib/0007923;2011-02-03;;;;I-XIV, 1-289;dpunkt.verlag;;;;;;;;Sprechen Sie Java? - eine Einführung in das systematische Programmieren (2. Aufl.).;;;2003
13723;2874551;Gordon Linoff|Michael J. A. Berry;;;;;;;;;;https://www.worldcat.org/oclc/36755821;;;0471179809;;books/lib/BerryL97;2020-07-17;;;;I-X, 1-454;Wiley;;;;Wiley computer publishing;;;;Data mining techniques - for marketing, sales, and customer support.;;;1997
10710;2867222;Edwin Klement;;;;;;;;;;https://d-nb.info/943381142;;;978-3-8265-0496-9;;books/daglib/0078510;2021-07-17;;;;1-157;Shaker;;;Darmstadt University of Technology, Germany;Berichte aus der Informatik;;;;Integrierte Präsentation von realen und künstlichen Bewegtbildern auf graphischen Arbeitsplätzen.;;;1995
2226;2850664;Math H. J. Bollen;;0000-0003-4074-9529;The Smart Grid;;;;;;;https://doi.org/10.2200/S00385ED1V01Y201109PEL003;;;;;series/synthesis/2011Bollen;2017-11-06;;;;1-180;Morgan & Claypool Publishers;;;;Synthesis Lectures on Power Electronics;db/series/synthesis/pel.html;;;The Smart Grid: Adapting the Power System to New Challenges;;;2011
17175;2889606;Bradley Efron|Robert Tibshirani;;;;;;;;;;https://doi.org/10.1007/978-1-4899-4541-9;;;978-1-4899-4541-9;;books/sp/EfronT93;2019-07-22;;;;1-397;Springer;;;;;;;;An Introduction to the Bootstrap;;;1993
1530;2849968;Hong Wang 0014|Xiaolin Tang|Yanjun Huang|Yechen Qin;;;Real-Time Road Profile Identification and Monitoring;;;;;;;https://doi.org/10.2200/S00890ED1V01Y201812AAT005;;;;;series/synthesis/2019Qin;2019-06-18;;;;;Morgan & Claypool Publishers;;;;Synthesis Lectures on Advances in Automotive Technology;db/series/synthesis/aat.html;;;Real-Time Road Profile Identification and Monitoring: Theory and Application;;;2019
4712;2860472;Frank Beichelt|Peter Tittmann 0001;;;;;;;;;;https://www.crcpress.com/Reliability-and-Maintenance-Networks-and-Systems/Beichelt-Tittmann/9781439826355;;;978-1-439-82635-5;;books/daglib/0037862;2020-06-30;;;;I-X, 1-332;CRC Press;;;;;;;;Reliability and Maintenance - Networks and Systems.;;;2012
4641;2860394;Herbert S. Wilf;;;;;;;;;;;;;978-0-13-021973-2;;books/daglib/0067085;2011-04-08;;;;I-VI, 1-231;Prentice Hall;;;;;;;;Algorithms and complexity.;;;1986
4426;2860145;Shawn P. Wallace;;;;;;;;;;;;;978-1-56592-478-9;;books/daglib/0096914;2011-04-20;;;;I-XIV, 1-454;O'Reilly;;;;;;;;Programming web graphics with Perl and GNU software - creating GIFs, JPEGs and PNGs on the fly.;;;1999
8441;2864675;Jürgen Lehn|Stefan Rettig|Thomas Müller-Gronbach;;;;;;;;;;;;;978-3-519-02392-0;;books/daglib/0016468;2019-07-22;;;;1-135;Teubner;;;;Teubner Studienbücher Mathematik;;;;Einführung in die deskriptive Statistik.;;;2000
17732;2891199;Mohamed G. Gouda|Tommy M. McGuire;;;;;;;;;;https://doi.org/10.1007/b101038;;;978-0-387-23227-0;;books/sp/McGuireG05;2017-05-16;;;;1-132;Springer;;;;Advances in Information Security;db/series/ais/index.html;;;The Austin Protocol Compiler;;13;2005
1462;2849900;Dongsheng Bi|Khalid Sayood|Michael W. Hoffman;;;Joint Source Channel Coding Using Arithmetic Codes;;;;;;;https://doi.org/10.2200/S00222ED1V01Y200911COM004;;;9781608451487|9781608451494;;series/synthesis/2009Bi;2017-05-16;;;;1-77;Morgan & Claypool Publishers;;;;Synthesis Lectures on Communications;db/series/synthesis/com.html;;;Joint Source Channel Coding Using Arithmetic Codes;;;2009
2131;2850569;Stephen P. Radzevich;;;CAD/CAM of Sculptured Surfaces on Multi-Axis NC Machine: The DG/K-Based Approach;;;;;;;https://doi.org/10.2200/S00141ED1V01Y200806ENG008;;CAD/CAM|NC;;;series/synthesis/2008Radzevich;2017-05-16;;;;;Morgan & Claypool Publishers;;;;Synthesis Lectures on Engineering;db/series/synthesis/eng.html;;;;;;2008
13988;2877153;Ian H. Witten|Marco Gori|Teresa Numerico;;;;;;;;;;http://www.webdragons.net/;;;0-12-370609-2;;books/mk/WittenGN06;2019-07-10;;;;I-XXI, 1-261;Morgan Kaufmann;db/publishers/mkp.html;;;;;;;Web Dragons: Inside the Myths of Search Engine Technology;;;2006
108;26101;;;;Encyclopedia of Database Systems (2nd ed.);;;;;Ling Liu|M. Tamer Özsu;0000-0002-8126-1717;https://doi.org/10.1007/978-1-4614-8265-9;;;978-1-4614-8265-9|978-1-4614-8266-6;;reference/db/2018;2019-02-14;;;;;Springer;;;;;;;;Encyclopedia of Database Systems, Second Edition;db/reference/db/a2.html;;2018
7918;2864076;Sven Wachsmuth;;;;;;;;;;http://archiv.ub.uni-bielefeld.de/disshabi/2001/0053.pdf|https://d-nb.info/963782053|https://d-nb.info/964108178|https://d-nb.info/967623677|https://nbn-resolving.org/urn:nbn:de:hbz:361-4816;;;978-3-89821-271-7;;books/daglib/0019307;2021-07-17;;;;1-205;Ibidem-Verlag;;;Bielefeld University, Germany;;;;;Multi-modal scene understanding using probabilistic models.;;;2003
